Page ID,Title,URL,"Page Views, last 60 days","Description, local","Description, Wikidata",Alias,Label,Size in Bytes,Available languages count,Categories,Category URLs,Page Image Name,Page Image URL,Images,Image URLs,"Location, Latitude","Location, Longitude","Location, Distance to BYU","Location, Name","Location, Type","Location, Country","Location, Region","Location, Globe"
38781135,Eupithecia dealbata,https://en.wikipedia.org/wiki/Eupithecia_dealbata,9,Species of moth,species of insect,,['Eupithecia dealbata'],980,2,"['Eupithecia', 'Eupithecia stubs', 'Moths described in 1988', 'Moths of Taiwan']","['https://en.wikipedia.org/wiki/Category:Eupithecia', 'https://en.wikipedia.org/wiki/Category:Eupithecia_stubs', 'https://en.wikipedia.org/wiki/Category:Moths_described_in_1988', 'https://en.wikipedia.org/wiki/Category:Moths_of_Taiwan']",,,['https://en.wikipedia.org/wiki/File:Red_Pencil_Icon.png'],['https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png'],,,,,,,,
39589131,Solo II,https://en.wikipedia.org/wiki/Solo_II,27,2009 studio album by António Pinho Vargas,album by António Pinho Vargas,,['Solo II'],2917,,,,Solo_II.jpg,https://upload.wikimedia.org/wikipedia/en/6/67/Solo_II.jpg,"['https://en.wikipedia.org/wiki/File:Gnome-dev-cdrom-audio.svg', 'https://en.wikipedia.org/wiki/File:Solo_II.jpg']","['https://upload.wikimedia.org/wikipedia/commons/b/b0/Gnome-dev-cdrom-audio.svg', 'https://upload.wikimedia.org/wikipedia/en/6/67/Solo_II.jpg']",,,,,,,,
49278308,Wila Salla (Oruro-Potosí),https://en.wikipedia.org/wiki/Wila_Salla_(Oruro-Potos%C3%AD),13,,,,['Wila Salla'],1958,,,,Bolivia_physical_map.svg,https://upload.wikimedia.org/wikipedia/commons/a/ac/Bolivia_physical_map.svg,"['https://en.wikipedia.org/wiki/File:Bolivia_physical_map.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Oruro.svg', 'https://en.wikipedia.org/wiki/File:Oruro_in_Bolivia.svg', 'https://en.wikipedia.org/wiki/File:Red_triangle_with_thick_white_border.svg']","['https://upload.wikimedia.org/wikipedia/commons/a/ac/Bolivia_physical_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Oruro.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/Oruro_in_Bolivia.svg', 'https://upload.wikimedia.org/wikipedia/en/3/39/Red_triangle_with_thick_white_border.svg']",-19.12,-66.10333333,8110472.5,,mountain,BO,,earth
68057690,"Grant City, Iowa","https://en.wikipedia.org/wiki/Grant_City,_Iowa",54,"Unincorporated community in Iowa, United States","unincorporated community in Iowa, United States",,"['Grant City, Iowa']",3748,1,,,USA_Iowa_location_map.svg,https://upload.wikimedia.org/wikipedia/commons/0/06/USA_Iowa_location_map.svg,"['https://en.wikipedia.org/wiki/File:Flag_of_Iowa.svg', 'https://en.wikipedia.org/wiki/File:Map_of_Iowa_highlighting_Sac_County.svg', 'https://en.wikipedia.org/wiki/File:Red_pog.svg', 'https://en.wikipedia.org/wiki/File:USA_Iowa_location_map.svg']","['https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Iowa.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Map_of_Iowa_highlighting_Sac_County.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/USA_Iowa_location_map.svg']",42.2675,-94.88777778,1416510.9,,city,US,IA,earth
12513126,Kangchu system,https://en.wikipedia.org/wiki/Kangchu_system,995,Socio-economic system developed by Chinese agricultural settlers in Johor,socio-economic system developed by Chinese agricultural settlers in Johor,,['Kangchu system'],33898,5,"['1917 disestablishments', 'Agricultural economics', 'Agriculture in Indonesia', 'Agriculture in Malaysia', 'British rule in Singapore', 'Chinese words and phrases', 'History of Johor', 'History of Muar', 'Hokkien-language phrases']","['https://en.wikipedia.org/wiki/Category:1917_disestablishments', 'https://en.wikipedia.org/wiki/Category:Agricultural_economics', 'https://en.wikipedia.org/wiki/Category:Agriculture_in_Indonesia', 'https://en.wikipedia.org/wiki/Category:Agriculture_in_Malaysia', 'https://en.wikipedia.org/wiki/Category:British_rule_in_Singapore', 'https://en.wikipedia.org/wiki/Category:Chinese_words_and_phrases', 'https://en.wikipedia.org/wiki/Category:History_of_Johor', 'https://en.wikipedia.org/wiki/Category:History_of_Muar', 'https://en.wikipedia.org/wiki/Category:Hokkien-language_phrases']",ChineseGambierSingapore.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0d/ChineseGambierSingapore.jpg,"['https://en.wikipedia.org/wiki/File:ChineseGambierSingapore.jpg', 'https://en.wikipedia.org/wiki/File:River_Jurong,_Singapore_(c_1856)_by_Peter_Berhard_Wilhelm_Heine_and_Eliphalet_M_Brown.jpg', 'https://en.wikipedia.org/wiki/File:SelatJohor1879.jpg', 'https://en.wikipedia.org/wiki/File:Symbol_support_vote.svg']","['https://upload.wikimedia.org/wikipedia/commons/0/0d/ChineseGambierSingapore.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/19/River_Jurong%2C_Singapore_%28c_1856%29_by_Peter_Berhard_Wilhelm_Heine_and_Eliphalet_M_Brown.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/SelatJohor1879.jpg', 'https://upload.wikimedia.org/wikipedia/en/9/94/Symbol_support_vote.svg']",,,,,,,,
22909002,Buttia,https://en.wikipedia.org/wiki/Buttia,8,Genus of moths,genus of insects,,['Buttia'],1221,1,['Ennominae'],['https://en.wikipedia.org/wiki/Category:Ennominae'],,,['https://en.wikipedia.org/wiki/File:Idaea_biselata_graz_01.jpg'],['https://upload.wikimedia.org/wikipedia/commons/f/fa/Idaea_biselata_graz_01.jpg'],,,,,,,,
41472818,Mississippi Chancery Courts,https://en.wikipedia.org/wiki/Mississippi_Chancery_Courts,200,,,,['Mississippi Chancery Courts'],5649,,,,Mississippi_Chancery_Courts_districts.png,https://upload.wikimedia.org/wikipedia/commons/0/06/Mississippi_Chancery_Courts_districts.png,"['https://en.wikipedia.org/wiki/File:Flag_of_the_United_States.svg', 'https://en.wikipedia.org/wiki/File:Mississippi_Chancery_Courts_districts.png', 'https://en.wikipedia.org/wiki/File:Scale_of_justice_2.svg']","['https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/06/Mississippi_Chancery_Courts_districts.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0e/Scale_of_justice_2.svg']",,,,,,,,
44240204,Pyrausta tenuilinea,https://en.wikipedia.org/wiki/Pyrausta_tenuilinea,7,Species of moth,species of insect,,['Pyrausta tenuilinea'],1663,3,,,,,['https://en.wikipedia.org/wiki/File:Pyrausta.aurata.7571.JPG'],['https://upload.wikimedia.org/wikipedia/commons/a/a3/Pyrausta.aurata.7571.JPG'],,,,,,,,
47966979,Unfinished Business: Women Men Work Family,https://en.wikipedia.org/wiki/Unfinished_Business:_Women_Men_Work_Family,197,,book by Anne-Marie Slaughter,,['Unfinished Business: Women Men Work Family'],8483,2,,,Unfinished_Business_book.jpg,https://upload.wikimedia.org/wikipedia/en/c/c8/Unfinished_Business_book.jpg,['https://en.wikipedia.org/wiki/File:Unfinished_Business_book.jpg'],['https://upload.wikimedia.org/wikipedia/en/c/c8/Unfinished_Business_book.jpg'],,,,,,,,
20012784,Curubandé de Liberia,https://en.wikipedia.org/wiki/Curuband%C3%A9_de_Liberia,34,"district in Liberia canton, Guanacaste province, Costa Rica","district in Liberia canton, Guanacaste province, Costa Rica","['Curubande de Liberia', 'Curubandé de Liberia']",['Curubandé'],4294,3,"['Costa Rica geography stubs', 'Districts of Guanacaste Province', 'Populated places in Guanacaste Province']","['https://en.wikipedia.org/wiki/Category:Costa_Rica_geography_stubs', 'https://en.wikipedia.org/wiki/Category:Districts_of_Guanacaste_Province', 'https://en.wikipedia.org/wiki/Category:Populated_places_in_Guanacaste_Province']",Costa_Rica_location_map.svg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Costa_Rica_location_map.svg,"['https://en.wikipedia.org/wiki/File:CR_RNP_1.svg', 'https://en.wikipedia.org/wiki/File:Costa_Rica_location_map.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Costa_Rica.svg', 'https://en.wikipedia.org/wiki/File:Map_and_flag_of_Costa_Rica.svg', 'https://en.wikipedia.org/wiki/File:Red_pog.svg']","['https://upload.wikimedia.org/wikipedia/commons/f/f3/CR_RNP_1.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Costa_Rica_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Flag_of_Costa_Rica.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/Map_and_flag_of_Costa_Rica.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg']",10.736432,-85.4330613,4172501.3,,,,,earth
37716765,Austrian State Prize,https://en.wikipedia.org/wiki/Austrian_State_Prize,51,Austrian award,Austrian award,,['Austrian State Prize'],1723,1,"['Austria stubs', 'Austrian awards', 'Award stubs', 'Recipients of the Austrian State Prize']","['https://en.wikipedia.org/wiki/Category:Austria_stubs', 'https://en.wikipedia.org/wiki/Category:Austrian_awards', 'https://en.wikipedia.org/wiki/Category:Award_stubs', 'https://en.wikipedia.org/wiki/Category:Recipients_of_the_Austrian_State_Prize']",,,"['https://en.wikipedia.org/wiki/File:Black_barnstar.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Austria.svg']","['https://upload.wikimedia.org/wikipedia/commons/5/5c/Black_barnstar.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_Austria.svg']",,,,,,,,
52190312,2016 Northeast Conference Women's Soccer Tournament,https://en.wikipedia.org/wiki/2016_Northeast_Conference_Women%27s_Soccer_Tournament,9,,,,"[""2016 Northeast Conference Women's Soccer Tournament""]",4335,,"[""2016 Northeast Conference women's soccer season"", ""Northeast Conference Women's Soccer Tournament""]","[""https://en.wikipedia.org/wiki/Category:2016_Northeast_Conference_women's_soccer_season"", ""https://en.wikipedia.org/wiki/Category:Northeast_Conference_Women's_Soccer_Tournament""]",,,"['https://en.wikipedia.org/wiki/File:Question_book-new.svg', 'https://en.wikipedia.org/wiki/File:Soccerball_shade.svg']","['https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Soccerball_shade.svg']",,,,,,,,
61667384,Korekawa Archaeological Institution (Korekawa Jōmon Kan),https://en.wikipedia.org/wiki/Korekawa_Archaeological_Institution_(Korekawa_J%C5%8Dmon_Kan),14,,,"['Korekawa Archaeological Institution', 'Korekawa Jōmon Kan']",['Korekawa Archaeological Institution (Korekawa Jōmon Kan)'],3340,1,['2011 establishments in Japan'],['https://en.wikipedia.org/wiki/Category:2011_establishments_in_Japan'],Korekawajomonkan.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d8/Korekawajomonkan.jpg,"['https://en.wikipedia.org/wiki/File:Commons-logo.svg', 'https://en.wikipedia.org/wiki/File:Korekawajomonkan.jpg', 'https://en.wikipedia.org/wiki/File:Late_Jomon_clay_statue_Kazahari_I_Aomoriken_1500BCE_-_1000BCE.jpg', 'https://en.wikipedia.org/wiki/File:Museum_btn.png', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg']","['https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d8/Korekawajomonkan.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Late_Jomon_clay_statue_Kazahari_I_Aomoriken_1500BCE_-_1000BCE.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Museum_btn.png', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']",40.475696,141.488238,8391067.3,,landmark,JP,,earth
64039443,Jae Laffer,https://en.wikipedia.org/wiki/Jae_Laffer,380,Musical artist,Australian rock singer-songwriter and writer,['Justin Laffer'],['Jae Laffer'],6409,,,,,,,,,,,,,,,
3234155,University Pitt Club,https://en.wikipedia.org/wiki/University_Pitt_Club,3415,Private members' club of the University of Cambridge,a private members' club of the University of Cambridge,['University Pitt Club'],['Pitt Club'],22862,,"['1835 establishments in England', 'Clubs and societies of the University of Cambridge', 'Dining clubs', 'Grade II listed buildings in Cambridge', 'William Pitt the Younger']","['https://en.wikipedia.org/wiki/Category:1835_establishments_in_England', 'https://en.wikipedia.org/wiki/Category:Clubs_and_societies_of_the_University_of_Cambridge', 'https://en.wikipedia.org/wiki/Category:Dining_clubs', 'https://en.wikipedia.org/wiki/Category:Grade_II_listed_buildings_in_Cambridge', 'https://en.wikipedia.org/wiki/Category:William_Pitt_the_Younger']",7a_Jesus_Lane_facade_night.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e3/7a_Jesus_Lane_facade_night.jpg,"['https://en.wikipedia.org/wiki/File:7a_Jesus_Lane_facade_night.jpg', 'https://en.wikipedia.org/wiki/File:7a_Jesus_Lane_front_room.jpg', 'https://en.wikipedia.org/wiki/File:Text_document_with_red_question_mark.svg']","['https://upload.wikimedia.org/wikipedia/commons/e/e3/7a_Jesus_Lane_facade_night.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0b/7a_Jesus_Lane_front_room.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Text_document_with_red_question_mark.svg']",52.20824,0.11966,7816631,,landmark,GB,,earth
14056657,Gnau language,https://en.wikipedia.org/wiki/Gnau_language,56,,language,['Gnau language'],['Gnau'],729,4,"['Languages of Sandaun Province', 'Papua New Guinea stubs', 'Papuan language stubs', 'Wapei languages']","['https://en.wikipedia.org/wiki/Category:Languages_of_Sandaun_Province', 'https://en.wikipedia.org/wiki/Category:Papua_New_Guinea_stubs', 'https://en.wikipedia.org/wiki/Category:Papuan_language_stubs', 'https://en.wikipedia.org/wiki/Category:Wapei_languages']",,,['https://en.wikipedia.org/wiki/File:Flag_of_Papua_New_Guinea.svg'],['https://upload.wikimedia.org/wikipedia/commons/e/e3/Flag_of_Papua_New_Guinea.svg'],,,,,,,,
27017692,Karero,https://en.wikipedia.org/wiki/Karero,5,"Place in Rift Valley Province, Kenya","place in Rift Valley Province, Kenya",,['Karero'],1021,3,['Populated places in Kajiado County'],['https://en.wikipedia.org/wiki/Category:Populated_places_in_Kajiado_County'],Kenya_adm_location_map.svg,https://upload.wikimedia.org/wikipedia/commons/7/74/Kenya_adm_location_map.svg,"['https://en.wikipedia.org/wiki/File:Flag-map_of_Kenya.svg', 'https://en.wikipedia.org/wiki/File:Kenya_adm_location_map.svg', 'https://en.wikipedia.org/wiki/File:Question_book-new.svg', 'https://en.wikipedia.org/wiki/File:Red_pog.svg']","['https://upload.wikimedia.org/wikipedia/commons/b/b3/Flag-map_of_Kenya.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Kenya_adm_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg']",-1.92,36.7,14693677.4,,,KE,,earth
63606187,Graham Cormack,https://en.wikipedia.org/wiki/Graham_Cormack,8,Scottish male curler,Scottish male curler,,['Graham Cormack'],3181,1,,,,,"['https://en.wikipedia.org/wiki/File:Blue_pencil.svg', 'https://en.wikipedia.org/wiki/File:Curling_pictogram.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Scotland.svg', 'https://en.wikipedia.org/wiki/File:Gold_medal_icon.svg', 'https://en.wikipedia.org/wiki/File:Gold_medal_icon_(G_initial).svg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg']","['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Curling_pictogram.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/10/Flag_of_Scotland.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Gold_medal_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Gold_medal_icon_%28G_initial%29.svg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']",,,,,,,,
67858043,Brachyscelidae,https://en.wikipedia.org/wiki/Brachyscelidae,11,,family of crustaceans,,['Brachyscelidae'],533,2,,,,,['https://en.wikipedia.org/wiki/File:Red_Pencil_Icon.png'],['https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png'],,,,,,,,
12326089,The Trolley Song,https://en.wikipedia.org/wiki/The_Trolley_Song,4051,1944 song by Judy Garland & The MGM Studio Chorus,"original song written and composed by Hugh Martin and Ralph Blane; from the 1944 film ""Meet Me in St. Louis""",,['The Trolley Song'],5419,6,"['1944 songs', 'Judy Garland songs', 'Songs about trains', 'Songs from Meet Me in St. Louis', 'Songs written by Hugh Martin', 'Songs written by Ralph Blane', 'Vaughn Monroe songs']","['https://en.wikipedia.org/wiki/Category:1944_songs', 'https://en.wikipedia.org/wiki/Category:Judy_Garland_songs', 'https://en.wikipedia.org/wiki/Category:Songs_about_trains', 'https://en.wikipedia.org/wiki/Category:Songs_from_Meet_Me_in_St._Louis', 'https://en.wikipedia.org/wiki/Category:Songs_written_by_Hugh_Martin', 'https://en.wikipedia.org/wiki/Category:Songs_written_by_Ralph_Blane', 'https://en.wikipedia.org/wiki/Category:Vaughn_Monroe_songs']",Judy_Garland_in_Meet_Me_in_St_Louis_trailer_2.jpg,https://upload.wikimedia.org/wikipedia/commons/8/84/Judy_Garland_in_Meet_Me_in_St_Louis_trailer_2.jpg,"['https://en.wikipedia.org/wiki/File:Judy_Garland_in_Meet_Me_in_St_Louis_trailer_2.jpg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg', 'https://en.wikipedia.org/wiki/File:Question_book-new.svg']","['https://upload.wikimedia.org/wikipedia/commons/8/84/Judy_Garland_in_Meet_Me_in_St_Louis_trailer_2.jpg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg']",,,,,,,,
18978310,Tomorrow We Live (1943 film),https://en.wikipedia.org/wiki/Tomorrow_We_Live_(1943_film),615,1943 British film,1943 film by George King,,['Tomorrow We Live'],5579,1,"['1943 films', 'British black-and-white films', 'British films']","['https://en.wikipedia.org/wiki/Category:1943_films', 'https://en.wikipedia.org/wiki/Category:British_black-and-white_films', 'https://en.wikipedia.org/wiki/Category:British_films']",Tomorrow_We_Live_(1943)_poster.jpg,https://upload.wikimedia.org/wikipedia/en/5/5a/Tomorrow_We_Live_%281943%29_poster.jpg,['https://en.wikipedia.org/wiki/File:Tomorrow_We_Live_(1943)_poster.jpg'],['https://upload.wikimedia.org/wikipedia/en/5/5a/Tomorrow_We_Live_%281943%29_poster.jpg'],,,,,,,,
24040557,Montezuma's headdress,https://en.wikipedia.org/wiki/Montezuma%27s_headdress,5016,,,"[""Moctezuma's headdress""]","[""Montezuma's headdress""]",5897,6,,,Feather_headdress_Moctezuma_II.JPG,https://upload.wikimedia.org/wikipedia/commons/d/dd/Feather_headdress_Moctezuma_II.JPG,"['https://en.wikipedia.org/wiki/File:Feather_headdress_Moctezuma_II.JPG', 'https://en.wikipedia.org/wiki/File:Motecuzoma_Xocoyotzin.jpeg']","['https://upload.wikimedia.org/wikipedia/commons/d/dd/Feather_headdress_Moctezuma_II.JPG', 'https://upload.wikimedia.org/wikipedia/commons/e/ea/Motecuzoma_Xocoyotzin.jpeg']",,,,,,,,
30236061,Narambuenatitan,https://en.wikipedia.org/wiki/Narambuenatitan,212,Extinct genus of reptiles,genus of reptiles (fossil),,['Narambuenatitan'],1962,11,,,Narambuenatitan_palomoi.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1a/Narambuenatitan_palomoi.jpg,"['https://en.wikipedia.org/wiki/File:AmpelosaurusDB.jpg', 'https://en.wikipedia.org/wiki/File:Barapasaurus_DB.jpg', 'https://en.wikipedia.org/wiki/File:Dicraeosaurus_hansemanni22.jpg', 'https://en.wikipedia.org/wiki/File:Diplodocus_carnegii.jpg', 'https://en.wikipedia.org/wiki/File:Futalognkosaurus_BW.jpg', 'https://en.wikipedia.org/wiki/File:Jingshanosaurus_xinwaensis.png', 'https://en.wikipedia.org/wiki/File:Massospondylus_reconstruction.png', 'https://en.wikipedia.org/wiki/File:Narambuenatitan_palomoi.jpg', 'https://en.wikipedia.org/wiki/File:Nigersaurus_BW.jpg', 'https://en.wikipedia.org/wiki/File:Pantydraco_BW.jpg', 'https://en.wikipedia.org/wiki/File:Paralititan_stromeri.jpg', 'https://en.wikipedia.org/wiki/File:Patagosaurus.jpg', 'https://en.wikipedia.org/wiki/File:Pelorosaurus2.jpg', 'https://en.wikipedia.org/wiki/File:Red_Pencil_Icon.png', 'https://en.wikipedia.org/wiki/File:Saltasaurus_dinosaur.png', 'https://en.wikipedia.org/wiki/File:Sauroposeidon_proteles.jpg', 'https://en.wikipedia.org/wiki/File:Turiasaurus1.jpg', 'https://en.wikipedia.org/wiki/File:Tyrannoskull.jpg', 'https://en.wikipedia.org/wiki/File:Vulcanodon_NT.jpg', 'https://en.wikipedia.org/wiki/File:Wintonotitan.png']","['https://upload.wikimedia.org/wikipedia/commons/f/f2/AmpelosaurusDB.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/13/Barapasaurus_DB.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/97/Dicraeosaurus_hansemanni22.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/08/Diplodocus_carnegii.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Futalognkosaurus_BW.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/Jingshanosaurus_xinwaensis.png', 'https://upload.wikimedia.org/wikipedia/commons/5/56/Massospondylus_reconstruction.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Narambuenatitan_palomoi.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2a/Nigersaurus_BW.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/Pantydraco_BW.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/84/Paralititan_stromeri.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ac/Patagosaurus.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/27/Pelorosaurus2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png', 'https://upload.wikimedia.org/wikipedia/commons/d/da/Saltasaurus_dinosaur.png', 'https://upload.wikimedia.org/wikipedia/commons/a/a6/Sauroposeidon_proteles.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Turiasaurus1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Tyrannoskull.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/Vulcanodon_NT.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/Wintonotitan.png']",,,,,,,,
35557138,PW van Vuuren,https://en.wikipedia.org/wiki/PW_van_Vuuren,45,Rugby player,South African rugby union footballer,,['PW van Vuuren'],2299,,,,,,"['https://en.wikipedia.org/wiki/File:Crystal_Clear_app_Login_Manager_2.png', 'https://en.wikipedia.org/wiki/File:Flag_of_South_Africa.svg', 'https://en.wikipedia.org/wiki/File:Question_book-new.svg', 'https://en.wikipedia.org/wiki/File:Ru_ball.svg']","['https://upload.wikimedia.org/wikipedia/en/c/c2/Crystal_Clear_app_Login_Manager_2.png', 'https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_South_Africa.svg', 'https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Ru_ball.svg']",,,,,,,,
7561949,Makueni County,https://en.wikipedia.org/wiki/Makueni_County,5673,County in Kenya,county of Kenya,,['Makueni County'],17514,19,"['Counties of Kenya', 'Makueni County']","['https://en.wikipedia.org/wiki/Category:Counties_of_Kenya', 'https://en.wikipedia.org/wiki/Category:Makueni_County']",Makueni_County_in_Kenya.svg,https://upload.wikimedia.org/wikipedia/commons/c/ca/Makueni_County_in_Kenya.svg,"['https://en.wikipedia.org/wiki/File:Flag_of_Kenya.svg', 'https://en.wikipedia.org/wiki/File:Makueni_County_Government.jpg', 'https://en.wikipedia.org/wiki/File:Makueni_County_in_Kenya.svg']","['https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f2/Makueni_County_Government.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/ca/Makueni_County_in_Kenya.svg']",-1.8,37.61666667,14736880,,adm2nd,KE,400,earth
8986955,Siege of Bursa,https://en.wikipedia.org/wiki/Siege_of_Bursa,2191,,,,['Siege of Bursa'],5739,21,"['1320s in the Byzantine Empire', '1320s in the Ottoman Empire', '1326 in Asia', 'Battles of the Byzantine–Ottoman wars', 'Conflicts in 1326', 'History of Bursa', 'Sieges involving the Byzantine Empire', 'Sieges involving the Ottoman Empire']","['https://en.wikipedia.org/wiki/Category:1320s_in_the_Byzantine_Empire', 'https://en.wikipedia.org/wiki/Category:1320s_in_the_Ottoman_Empire', 'https://en.wikipedia.org/wiki/Category:1326_in_Asia', 'https://en.wikipedia.org/wiki/Category:Battles_of_the_Byzantine–Ottoman_wars', 'https://en.wikipedia.org/wiki/Category:Conflicts_in_1326', 'https://en.wikipedia.org/wiki/Category:History_of_Bursa', 'https://en.wikipedia.org/wiki/Category:Sieges_involving_the_Byzantine_Empire', 'https://en.wikipedia.org/wiki/Category:Sieges_involving_the_Ottoman_Empire']",Bursa_Kalesi_1.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cd/Bursa_Kalesi_1.jpg,"['https://en.wikipedia.org/wiki/File:Bursa_Kalesi_1.jpg', 'https://en.wikipedia.org/wiki/File:Flag_of_the_Ottoman_Empire.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_the_Ottoman_Empire_(1844–1922).svg']","['https://upload.wikimedia.org/wikipedia/commons/c/cd/Bursa_Kalesi_1.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Flag_of_the_Ottoman_Empire_%281844%E2%80%931922%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8e/Flag_of_the_Ottoman_Empire_%281844%E2%80%931922%29.svg']",40.1833,29.0667,10226841.6,,,,,earth
23995222,Bulbophyllum clipeibulbum,https://en.wikipedia.org/wiki/Bulbophyllum_clipeibulbum,17,Species of orchid,species of plant,,['Bulbophyllum clipeibulbum'],515,7,,,,,"['https://en.wikipedia.org/wiki/File:Bulbophyllumbiflorum.jpg', 'https://en.wikipedia.org/wiki/File:Red_Pencil_Icon.png']","['https://upload.wikimedia.org/wikipedia/commons/a/a5/Bulbophyllumbiflorum.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png']",,,,,,,,
42578764,1989 CCHA Men's Ice Hockey Tournament,https://en.wikipedia.org/wiki/1989_CCHA_Men%27s_Ice_Hockey_Tournament,5,,,,"[""1989 CCHA Men's Ice Hockey Tournament""]",9351,,,,,,,,,,,,,,,
