Page ID,Title,URL,"Page Views, last 60 days","Description, local","Description, Wikidata",Alias,Label,Size in Bytes,Available languages count,Categories,Category URLs,Page Image Name,Page Image URL,Images,Image URLs,"Location, Latitude","Location, Longitude","Location, Distance to BYU","Location, Name","Location, Type","Location, Country","Location, Region","Location, Globe"
7603242,Anthony Montgomery (American football),https://en.wikipedia.org/wiki/Anthony_Montgomery_(American_football),4219,American football defensive tackle,American footballer,,['Anthony Montgomery'],2671,2,"['1984 births', 'American football defensive lineman, 1980s birth stubs', 'American football defensive tackles', 'Hartford Colonials players', 'Living people', 'Minnesota Golden Gophers football players', 'Players of American football from Ohio', 'Sportspeople from Cleveland', 'Washington Redskins players']","['https://en.wikipedia.org/wiki/Category:1984_births', 'https://en.wikipedia.org/wiki/Category:American_football_defensive_lineman,_1980s_birth_stubs', 'https://en.wikipedia.org/wiki/Category:American_football_defensive_tackles', 'https://en.wikipedia.org/wiki/Category:Hartford_Colonials_players', 'https://en.wikipedia.org/wiki/Category:Living_people', 'https://en.wikipedia.org/wiki/Category:Minnesota_Golden_Gophers_football_players', 'https://en.wikipedia.org/wiki/Category:Players_of_American_football_from_Ohio', 'https://en.wikipedia.org/wiki/Category:Sportspeople_from_Cleveland', 'https://en.wikipedia.org/wiki/Category:Washington_Redskins_players']",,,['https://en.wikipedia.org/wiki/File:Football_Template_USA.svg'],['https://upload.wikimedia.org/wikipedia/commons/6/6b/Football_Template_USA.svg'],,,,,,,,
7604679,United Nations Security Council Resolution 837,https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_837,233,United Nations Security Council resolution,United Nations Security Council resolution,,['United Nations Security Council Resolution 837'],3894,8,['1993 United Nations Security Council resolutions'],['https://en.wikipedia.org/wiki/Category:1993_United_Nations_Security_Council_resolutions'],Egyptian_Armored_personnel_carrier_'Fahd'.jpg,https://upload.wikimedia.org/wikipedia/commons/5/53/Egyptian_Armored_personnel_carrier_%27Fahd%27.jpg,"[""https://en.wikipedia.org/wiki/File:Egyptian_Armored_personnel_carrier_'Fahd'.jpg"", 'https://en.wikipedia.org/wiki/File:Flag_of_Brazil.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Cape_Verde.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Djibouti.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_France.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Hungary.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Japan_(1870-1999).svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Japan_(1870–1999).svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Morocco.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_New_Zealand.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Pakistan.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Russia_(1991–1993).svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Spain.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Venezuela_(1954–2006).svg', ""https://en.wikipedia.org/wiki/File:Flag_of_the_People's_Republic_of_China.svg"", 'https://en.wikipedia.org/wiki/File:Flag_of_the_United_Kingdom.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_the_United_States_(Pantone).svg', 'https://en.wikipedia.org/wiki/File:State_flag_of_Venezuela_(1954–2006).svg', 'https://en.wikipedia.org/wiki/File:Wikisource-logo.svg']","['https://upload.wikimedia.org/wikipedia/commons/5/53/Egyptian_Armored_personnel_carrier_%27Fahd%27.jpg', 'https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Cape_Verde.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Flag_of_Djibouti.svg', 'https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Japan_%281870%E2%80%931999%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Japan_%281870%E2%80%931999%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Morocco.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Flag_of_Pakistan.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/32/Flag_of_Russia_%281991%E2%80%931993%29.svg', 'https://upload.wikimedia.org/wikipedia/en/9/9a/Flag_of_Spain.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/State_flag_of_Venezuela_%281954%E2%80%932006%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_the_People%27s_Republic_of_China.svg', 'https://upload.wikimedia.org/wikipedia/en/a/ae/Flag_of_the_United_Kingdom.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e2/Flag_of_the_United_States_%28Pantone%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/State_flag_of_Venezuela_%281954%E2%80%932006%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Wikisource-logo.svg']",,,,,,,,
18781944,Manuel Ángel Aguilar Belda,https://en.wikipedia.org/wiki/Manuel_%C3%81ngel_Aguilar_Belda,29,Spanish politician,Spanish politician (1949-2015),['Manuel Angel Aguilar Belda'],['Manuel Ángel Aguilar Belda'],1470,3,,,,,['https://en.wikipedia.org/wiki/File:Spain_politic_personality_icon.svg'],['https://upload.wikimedia.org/wikipedia/commons/8/89/Spain_politic_personality_icon.svg'],,,,,,,,
27927824,Bioskop Fox,https://en.wikipedia.org/wiki/Bioskop_Fox,90,1995 studio album by Smak,album by Smak,,['Bioskop Fox'],2081,1,,,Bioskopfox.jpeg,https://upload.wikimedia.org/wikipedia/en/3/33/Bioskopfox.jpeg,"['https://en.wikipedia.org/wiki/File:Bioskopfox.jpeg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg']","['https://upload.wikimedia.org/wikipedia/en/3/33/Bioskopfox.jpeg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']",,,,,,,,
30144519,David Meckler,https://en.wikipedia.org/wiki/David_Meckler,129,American ice hockey player,American ice hockey player,,['David Meckler'],8724,3,,,David_Meckler.jpg,https://upload.wikimedia.org/wikipedia/commons/4/45/David_Meckler.jpg,['https://en.wikipedia.org/wiki/File:David_Meckler.jpg'],['https://upload.wikimedia.org/wikipedia/commons/4/45/David_Meckler.jpg'],,,,,,,,
868386,"Shōwa, Gunma","https://en.wikipedia.org/wiki/Sh%C5%8Dwa,_Gunma",112,"Village in Kantō, Japan","village in Tone district, Gunma prefecture, Japan",,['Shōwa'],8600,11,"['Shōwa, Gunma', 'Villages in Gunma Prefecture']","['https://en.wikipedia.org/wiki/Category:Shōwa,_Gunma', 'https://en.wikipedia.org/wiki/Category:Villages_in_Gunma_Prefecture']",Showa_village_office_(Gunma).JPG,https://upload.wikimedia.org/wikipedia/commons/7/7a/Showa_village_office_%28Gunma%29.JPG,"['https://en.wikipedia.org/wiki/File:Commons-logo.svg', 'https://en.wikipedia.org/wiki/File:E18_Expressway_(Japan).png', 'https://en.wikipedia.org/wiki/File:Flag_of_Gunma_Prefecture.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Showa_Gunma.JPG', 'https://en.wikipedia.org/wiki/File:Japan_location_map_with_side_map_of_the_Ryukyu_Islands.svg', 'https://en.wikipedia.org/wiki/File:Morishita,_Showa,_Tone_District,_Gunma_Prefecture_379-1204,_Japan_-_panoramio_(1).jpg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg', 'https://en.wikipedia.org/wiki/File:Red_pog.svg', 'https://en.wikipedia.org/wiki/File:Shadow_picture_of_Gunma_prefecture.png', 'https://en.wikipedia.org/wiki/File:Showa_Gunma_chapter.JPG', 'https://en.wikipedia.org/wiki/File:Showa_in_Gunma_Prefecture_Ja.svg', 'https://en.wikipedia.org/wiki/File:Showa_village_office_(Gunma).JPG']","['https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6c/E18_Expressway_%28Japan%29.png', 'https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Gunma_Prefecture.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/69/Flag_of_Showa_Gunma.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/98/Japan_location_map_with_side_map_of_the_Ryukyu_Islands.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/81/Morishita%2C_Showa%2C_Tone_District%2C_Gunma_Prefecture_379-1204%2C_Japan_-_panoramio_%281%29.jpg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/83/Shadow_picture_of_Gunma_prefecture.png', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Showa_Gunma_chapter.JPG', 'https://upload.wikimedia.org/wikipedia/commons/0/03/Showa_in_Gunma_Prefecture_Ja.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7a/Showa_village_office_%28Gunma%29.JPG']",36.63975,139.06588889,8832839.2,,,JP,,earth
10275298,Louise Shivers,https://en.wikipedia.org/wiki/Louise_Shivers,49,,American author,,['Louise Shivers'],2886,,"['1929 births', '2014 deaths', '20th-century American memoirists', '20th-century American novelists', '20th-century American women writers', 'American novelist, 1920s birth stubs', 'American women memoirists', 'American women novelists']","['https://en.wikipedia.org/wiki/Category:1929_births', 'https://en.wikipedia.org/wiki/Category:2014_deaths', 'https://en.wikipedia.org/wiki/Category:20th-century_American_memoirists', 'https://en.wikipedia.org/wiki/Category:20th-century_American_novelists', 'https://en.wikipedia.org/wiki/Category:20th-century_American_women_writers', 'https://en.wikipedia.org/wiki/Category:American_novelist,_1920s_birth_stubs', 'https://en.wikipedia.org/wiki/Category:American_women_memoirists', 'https://en.wikipedia.org/wiki/Category:American_women_novelists']",,,"['https://en.wikipedia.org/wiki/File:Big_Book_blue.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_the_United_States.svg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg']","['https://upload.wikimedia.org/wikipedia/commons/f/fa/Big_Book_blue.svg', 'https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']",,,,,,,,
13596458,UAAP Season 70 judo championships,https://en.wikipedia.org/wiki/UAAP_Season_70_judo_championships,27,,,,['UAAP Season 70 judo championships'],2933,,,,,,"['https://en.wikipedia.org/wiki/File:Judo_pictogram.svg', 'https://en.wikipedia.org/wiki/File:Wiki_letter_w_cropped.svg']","['https://upload.wikimedia.org/wikipedia/commons/f/fa/Judo_pictogram.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Wiki_letter_w_cropped.svg']",,,,,,,,
26152775,Bustamante Hospital for Children,https://en.wikipedia.org/wiki/Bustamante_Hospital_for_Children,145,"Hospital in Kingston, Jamaica",hospital in Jamaica,,['Bustamante Hospital for Children'],3401,2,,,,,"['https://en.wikipedia.org/wiki/File:Esclapius_stick.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Jamaica.svg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg']","['https://upload.wikimedia.org/wikipedia/commons/7/7a/Esclapius_stick.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/Flag_of_Jamaica.svg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']",17.99972222,-76.77777778,4150512.4,,landmark,,,earth
37693376,Korecki family,https://en.wikipedia.org/wiki/Korecki_family,167,,,,['Korecki family'],2396,3,,,POL_COA_Pogonia.svg,https://upload.wikimedia.org/wikipedia/commons/8/8c/POL_COA_Pogonia.svg,"['https://en.wikipedia.org/wiki/File:Herb_Rzeczypospolitej_Obojga_Narodow.svg', 'https://en.wikipedia.org/wiki/File:POL_COA_Pogonia.svg', 'https://en.wikipedia.org/wiki/File:Translation_to_english_arrow.svg']","['https://upload.wikimedia.org/wikipedia/commons/3/3b/Herb_Rzeczypospolitej_Obojga_Narodow.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8c/POL_COA_Pogonia.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8a/Translation_to_english_arrow.svg']",,,,,,,,
8653756,Angie Skirving,https://en.wikipedia.org/wiki/Angie_Skirving,272,Australian field hockey player,Australian field hockey player,['Angela Robyn Skirving'],['Angie Skirving'],5437,7,"['1981 births', 'Australian female field hockey players', 'Commonwealth Games bronze medallists for Australia', 'Commonwealth Games gold medallists for Australia', 'Commonwealth Games medallists in field hockey', 'Field hockey players at the 2000 Summer Olympics', 'Field hockey players at the 2004 Summer Olympics', 'Field hockey players at the 2006 Commonwealth Games', 'Field hockey players at the 2008 Summer Olympics', 'Living people']","['https://en.wikipedia.org/wiki/Category:1981_births', 'https://en.wikipedia.org/wiki/Category:Australian_female_field_hockey_players', 'https://en.wikipedia.org/wiki/Category:Commonwealth_Games_bronze_medallists_for_Australia', 'https://en.wikipedia.org/wiki/Category:Commonwealth_Games_gold_medallists_for_Australia', 'https://en.wikipedia.org/wiki/Category:Commonwealth_Games_medallists_in_field_hockey', 'https://en.wikipedia.org/wiki/Category:Field_hockey_players_at_the_2000_Summer_Olympics', 'https://en.wikipedia.org/wiki/Category:Field_hockey_players_at_the_2004_Summer_Olympics', 'https://en.wikipedia.org/wiki/Category:Field_hockey_players_at_the_2006_Commonwealth_Games', 'https://en.wikipedia.org/wiki/Category:Field_hockey_players_at_the_2008_Summer_Olympics', 'https://en.wikipedia.org/wiki/Category:Living_people']",,,"['https://en.wikipedia.org/wiki/File:Bronze_medal_icon_(B_initial).svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Argentina.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Australia_(converted).svg', 'https://en.wikipedia.org/wiki/File:Gold_medal_icon_(G_initial).svg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg', 'https://en.wikipedia.org/wiki/File:Silver_medal_icon_(S_initial).svg']","['https://upload.wikimedia.org/wikipedia/commons/6/60/Bronze_medal_icon_%28B_initial%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Flag_of_Australia_%28converted%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Gold_medal_icon_%28G_initial%29.svg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/91/Silver_medal_icon_%28S_initial%29.svg']",,,,,,,,
10982514,Sylvain Gaudreault,https://en.wikipedia.org/wiki/Sylvain_Gaudreault,605,Canadian politician,Canadian politician,,['Sylvain Gaudreault'],4851,4,,,Sylvain_Gaudreault_20141008_03_(cropped).JPG,https://upload.wikimedia.org/wikipedia/commons/3/38/Sylvain_Gaudreault_20141008_03_%28cropped%29.JPG,"['https://en.wikipedia.org/wiki/File:Flag_of_Quebec.svg', 'https://en.wikipedia.org/wiki/File:Photographie_officielle_de_Pauline_Marois.png', 'https://en.wikipedia.org/wiki/File:Sylvain_Gaudreault_20141008_03_(cropped).JPG']","['https://upload.wikimedia.org/wikipedia/commons/5/5f/Flag_of_Quebec.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b5/Photographie_officielle_de_Pauline_Marois.png', 'https://upload.wikimedia.org/wikipedia/commons/3/38/Sylvain_Gaudreault_20141008_03_%28cropped%29.JPG']",,,,,,,,
19815422,"Sułków, Masovian Voivodeship","https://en.wikipedia.org/wiki/Su%C5%82k%C3%B3w,_Masovian_Voivodeship",6,"Village in Masovian Voivodeship, Poland","village in Masovian, Poland",,"['Sułków, Masovian Voivodeship']",1668,6,,,Poland_adm_location_map.svg,https://upload.wikimedia.org/wikipedia/commons/a/aa/Poland_adm_location_map.svg,"['https://en.wikipedia.org/wiki/File:Flag_of_Poland.svg', 'https://en.wikipedia.org/wiki/File:POL_powiat_białobrzeski_COA.svg', 'https://en.wikipedia.org/wiki/File:Poland_adm_location_map.svg', 'https://en.wikipedia.org/wiki/File:Red_pog.svg']","['https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/43/POL_powiat_bia%C5%82obrzeski_COA.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Poland_adm_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg']",51.6167,21.2167,8827914.1,,city,PL,,earth
23747829,Detective Naani,https://en.wikipedia.org/wiki/Detective_Naani,779,2009 Indian film,2009 film,,['Detective Naani'],4689,1,,,Detectivenaani.jpg,https://upload.wikimedia.org/wikipedia/en/b/b0/Detectivenaani.jpg,"['https://en.wikipedia.org/wiki/File:Detectivenaani.jpg', 'https://en.wikipedia.org/wiki/File:Question_book-new.svg']","['https://upload.wikimedia.org/wikipedia/en/b/b0/Detectivenaani.jpg', 'https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg']",,,,,,,,
51554850,1960 São Paulo FC season,https://en.wikipedia.org/wiki/1960_S%C3%A3o_Paulo_FC_season,24,São Paulo 1960 football season,season of football team,,['1960 São Paulo FC season'],32603,,,,,,"['https://en.wikipedia.org/wiki/File:Flag_of_Argentina.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Brazil.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Colombia.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Mexico.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Portugal.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Uruguay.svg', 'https://en.wikipedia.org/wiki/File:Soccerball_shade.svg']","['https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg', 'https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_Portugal.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Uruguay.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Soccerball_shade.svg']",,,,,,,,
21669332,"Koźmin, Pomeranian Voivodeship","https://en.wikipedia.org/wiki/Ko%C5%BAmin,_Pomeranian_Voivodeship",43,"Village in Pomeranian Voivodeship, Poland","village in Pomeranian, Poland",['Koźmin'],"['Koźmin, Pomeranian Voivodeship']",3297,6,"['Starogard County geography stubs', 'Villages in Starogard County']","['https://en.wikipedia.org/wiki/Category:Starogard_County_geography_stubs', 'https://en.wikipedia.org/wiki/Category:Villages_in_Starogard_County']",Poland_adm_location_map.svg,https://upload.wikimedia.org/wikipedia/commons/a/aa/Poland_adm_location_map.svg,"['https://en.wikipedia.org/wiki/File:Flag_of_Poland.svg', 'https://en.wikipedia.org/wiki/File:POL_Skarszewy_COA.svg', 'https://en.wikipedia.org/wiki/File:POL_powiat_starogardzki_COA.svg', 'https://en.wikipedia.org/wiki/File:Poland_adm_location_map.svg', 'https://en.wikipedia.org/wiki/File:Pomeranian_Voivodeship_location_map.svg', 'https://en.wikipedia.org/wiki/File:Red_pog.svg']","['https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/POL_Skarszewy_COA.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6e/POL_powiat_starogardzki_COA.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/aa/Poland_adm_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Pomeranian_Voivodeship_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg']",54.00777778,18.30583333,8497889.8,,,PL,,earth
40934390,Khoshkeh Darreh,https://en.wikipedia.org/wiki/Khoshkeh_Darreh,25,"village in Kurdistan, Iran",village in Iran,,['Khoshkeh Darreh'],2110,7,"['Baneh County geography stubs', 'Kurdish settlements in Kurdistan Province', 'Towns and villages in Baneh County']","['https://en.wikipedia.org/wiki/Category:Baneh_County_geography_stubs', 'https://en.wikipedia.org/wiki/Category:Kurdish_settlements_in_Kurdistan_Province', 'https://en.wikipedia.org/wiki/Category:Towns_and_villages_in_Baneh_County']",Iran_location_map.svg,https://upload.wikimedia.org/wikipedia/commons/b/be/Iran_location_map.svg,"['https://en.wikipedia.org/wiki/File:Flag_of_Iran.svg', 'https://en.wikipedia.org/wiki/File:IranKurdistan.png', 'https://en.wikipedia.org/wiki/File:Iran_location_map.svg', 'https://en.wikipedia.org/wiki/File:Red_pog.svg']","['https://upload.wikimedia.org/wikipedia/commons/c/ca/Flag_of_Iran.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/IranKurdistan.png', 'https://upload.wikimedia.org/wikipedia/commons/b/be/Iran_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg']",36.09,45.88305556,11221111.8,,,IR,,earth
